text1,text2,label
Film of paint : [hard] and easy to sand - ideal for racing boats and speed boats .,"hard: Firm, solid, resistant to pressure, tangible",1
Easy to clean Love the [black] and yellow theme .,"black: evil, bad, unsavory",0
"In the case of the CSM and IPSL simulations the decrease in [cool] - temperate mixed forest is larger than can be accounted for by the expansion of temperate deciduous broadleaf forest , and is partly due to encroachment by non - forest types .",cool: of or at a relatively low temperature,1
"There are benefits to either style , but in the past decade as I have integrated car camping into my family ’s life , I have found that though the dome style tents look [cool] and usually feature a lot of innovations , they do n’t allow you to utilize the maximum amount of floor space due to their curved walls .",cool: of or at a relatively low temperature,0
Genting Highlands is a [cool] hill station set amidst the cool mountain air and a majestic 100 million - year - old rainforest .,cool: of or at a relatively low temperature,0
It does look like a [cool] and beautiful palate .,cool: of or at a relatively low temperature,0
"The [cool] purposes that it has attracts people from all walks of life – professors , architects , engineers and builders , security forces and even youngsters .",cool: of or at a relatively low temperature,0
Unlimited source of cool gadgets – discover [cool] stuff on a daily basis and choose your favorite cool gadget .,cool: of or at a relatively low temperature,0
"On both sides of that I think that 's also the case with a decision , to go into China right like it it , is it is an ethical question because , it 's [hard] and so , to , me the obligation , is to have , the conversation .","hard: Firm, solid, resistant to pressure, tangible",0
"Come and enjoy with us this great film in Spanish with subtitles , learn new words in Spanish and practice conversation among [cool] amigos while enjoying some wine and empanadas ! $ 20 .",cool: of or at a relatively low temperature,0
He thought long and [hard] and came up with MODESTY BLAISE .,"hard: Firm, solid, resistant to pressure, tangible",0
Unfortunately for Schumer all his [hard] work appears to be coming back to bite him in the rear hurting his reputation not helping it .,"hard: Firm, solid, resistant to pressure, tangible",0
"Two street gangs are tearing apart an English town , and now one of them is turning to Jamaican [black] magic in the form of an "" obi""--a bottle containing a ruthless demon which kills its recipient when opened .","black: evil, bad, unsavory",1
I ’m sorry to hear that your having a [hard] time with the stitch .,"hard: Firm, solid, resistant to pressure, tangible",0
"Pretty [cool] guy , I got a copy to review and I highly recommend !",cool: of or at a relatively low temperature,0
Splice the [black] wire in two and hook up them around the terminal screws - a single on major and the other around the bottom screw in the switch .,"black: evil, bad, unsavory",0
Summer weather has begun and it ’s starting to become difficult to stay [cool] through long warm summer days .,cool: of or at a relatively low temperature,1
"A sophisticate minded trendy bar , Marcus ' Martini Heaven in Seattle pours every drink into a sometimes [hard] to imbibe from martini glass and their extensive list runs the gamut of every conceivable liquor with Marcus ' extremely busy bartenders being well versed in every concoction .","hard: Firm, solid, resistant to pressure, tangible",0
It ’s [hard] because it ’s painful .,"hard: Firm, solid, resistant to pressure, tangible",0
Very [cool] .,cool: of or at a relatively low temperature,0
"Thus , coming to the new environment , I am so eager to meet [cool] people here and be friends with them .",cool: of or at a relatively low temperature,0
"The majority of [black] startups , or 62 % ( 2017 : 53 % ) list Gauteng as their base , while 27 % ( 2017:42 % ) say the Western Cape is their home .","black: evil, bad, unsavory",0
"I vowed earlier in the year to get back on track with Slimming World as not to waste all my [hard] work in previous years and here I am , mid - April heavier than I have been in a long time and I do n’t like it , one little bit .","hard: Firm, solid, resistant to pressure, tangible",0
"Layout of the black stripes is different to the earlier "" Legacy of Bumblebee "" recolor version which also featured movie inspired [black] stripes .","black: evil, bad, unsavory",0
"I have left a few ships damaged for a while ( Concord from RV being the main one I remember ) – as long as you can see the cannon die marking and there ’s some sail , it can almost look [cool] like the ship is just permanently damaged ( depending on the break of course ) .",cool: of or at a relatively low temperature,0
"In March of 2013 , the City of Los Angeles Department of Building and Safety got a directive from Mayor Villaraigosa to begin drafting new regulations requiring [cool] roofs throughout the city .",cool: of or at a relatively low temperature,1
"Once again , written materials are [hard] to come by , especially in Africa where the art of writing started late .","hard: Firm, solid, resistant to pressure, tangible",0
This result reinforces the physical interpretation of Wald entropy for Lanczos - Lovelock models and takes a step towards proving the analogue of the [black] hole area increase - theorem in a wider class of gravitational theories .,"black: evil, bad, unsavory",0
"The black knight on e6 is pinned to its king by the white bishop , and the white knight is pinned to the queen on b1 by the [black] rook .","black: evil, bad, unsavory",0
"These hard inquiries will stay on your credit report for two years , and if you have several [hard] inquiries on your report , it can dramatically impact your score .","hard: Firm, solid, resistant to pressure, tangible",0
"Although I ’m more of a dog person , I could sympathize with the [hard] life experienced by the stray cats and I was rooting for Billy to help find a solution .","hard: Firm, solid, resistant to pressure, tangible",0
The regular [black] and white Telstar Durlast ball was the most heavily advertised ball and therefore it was sold in the highest volume .,"black: evil, bad, unsavory",0
It is [hard] to print to the surface as it is cupped even though it is a soft flexible surface .,"hard: Firm, solid, resistant to pressure, tangible",0
"Could you briefly explain how a "" [cool] core cluster "" forms or provide a link to a non - technical explanation ?",cool: of or at a relatively low temperature,1
That 's so [cool] that SteemFest used the big banquet hall !,cool: of or at a relatively low temperature,0
"Because of the practical difficulties of obtaining [hard] project - specific defect data , an approach was taken that relied upon accumulated expert knowledge .","hard: Firm, solid, resistant to pressure, tangible",1
square leather ottoman square leather coffee table with storage leather coffee table with storage [black] leather coffee table with storage .,"black: evil, bad, unsavory",0
This is sturdy [black] vinyl covered wood .,"black: evil, bad, unsavory",0
"If you play it [cool] and pass , though , you can get a much better sale price for your home .",cool: of or at a relatively low temperature,0
"These 12”x12 ” Color Me ™ resist scrapbooking papers , exclusively by Hot Off The Press , feature a shiny , [black] embossed design that will resist ink , sprays , markers and more .","black: evil, bad, unsavory",0
20 Double Upper High Top Chucks Angled side view of folded down [black] and brick red double upper high tops .,"black: evil, bad, unsavory",0
Pumpkin Spice Donuts are a treat on [cool] winter days !,cool: of or at a relatively low temperature,1
The final part of this project was to write to the children to say a big thank you for all of their [hard] work .,"hard: Firm, solid, resistant to pressure, tangible",0
"While [black] girls represent 20 percent of preschool enrollment , 54 percent of preschool girls suspended once or more were black .","black: evil, bad, unsavory",0
She began shaking with nervousness from the first chord and had a [hard] time getting her voice to sound the way she knew it could .,"hard: Firm, solid, resistant to pressure, tangible",0
We are very thankful to all our existing board members for their [hard] work and commitment over the past two years and look forward to welcoming the new BAC .,"hard: Firm, solid, resistant to pressure, tangible",0
This 100 % cotton unisex standard size tee is [black] and is screen printed by hand in faded red ink .,"black: evil, bad, unsavory",0
You can find yourself in a pretty [cool] look .,cool: of or at a relatively low temperature,0
"Yet 29 - year - old Boland , whose casual manner belies a sharp mind , says : "" I know this is [hard] to believe , but when we set out to change the format this year we did n't even look at Today . ""","hard: Firm, solid, resistant to pressure, tangible",0
"Complete system Ships in almond or [black] ( default ) 10 - year warranty on both tanks , 5 years on head including electronics .","black: evil, bad, unsavory",0
We also got to see Invincible perform that evening and see firsthand the [hard] work she puts into every performance .,"hard: Firm, solid, resistant to pressure, tangible",0
This stuff is really [cool] and really looks like water .,cool: of or at a relatively low temperature,0
what a [cool] pie iron !,cool: of or at a relatively low temperature,0
"The Daily Mail reports that Simpson sold the rights to Maxwell ’s first photos for a [cool] $ 800,000 .",cool: of or at a relatively low temperature,1
Alain Voinot is a pastel artist highly skilled in painting landscapes on [black] paper .,"black: evil, bad, unsavory",0
It can also cause corruption head on the [hard] drive .,"hard: Firm, solid, resistant to pressure, tangible",1
"Climb silky into our dreamy bedding : [cool] Egyptian cotton percale sheets supreme silky silver sateen sheets , breathable year- round linen silver sheets , versatile jersey- knit sheets , comfy , cozy German flannel sheets brushed on both sides for softness .",cool: of or at a relatively low temperature,1
The basic idea of describing [hard] problems goes back to Kurt Gödel and is captured today in a problem class named NP .,"hard: Firm, solid, resistant to pressure, tangible",0
"Copycat Restaurant Recipes » Brown Derby Special French Dressing – French salad dressing can be [hard] to find , but you can recreate this salad dressing with our recipe .","hard: Firm, solid, resistant to pressure, tangible",0
The duo ’s Insta banter was [cool] for it ’s fans who too enjoyed it .,cool: of or at a relatively low temperature,0
"3 Type of chicken , onion , mushroom , green pepper , [black] olives .","black: evil, bad, unsavory",0
Each piece came in a nice [black] bag .,"black: evil, bad, unsavory",0
"The locals talk about a mysterious family curse that started in the times of the witch trials , and Meg finds it increasingly [hard] to know who to trust .","hard: Firm, solid, resistant to pressure, tangible",0
"in daily life we see various blacks : blueish black , purple [black] , brownish black .","black: evil, bad, unsavory",0
"I like the [black] convertible skirt , very cool !","black: evil, bad, unsavory",0
Any type of [cool] devices to create computer animated GIFs ?,cool: of or at a relatively low temperature,0
"Even though we would n’t recommend bringing too much of it in your living room and bedroom , a kitchen with [black] countertops would really scream great taste and sophistication .","black: evil, bad, unsavory",0
"That has a relationship shows object composition , and we denote object composition on the diagram by using a line with a [black] diamond attached to the end linked to the object that has a something .","black: evil, bad, unsavory",0
It is n't seasonal and when it hits it hits you [hard] for about 3 - 5 days .,"hard: Firm, solid, resistant to pressure, tangible",0
"One - third of the 165 species of wetlands breeding birds show medium or high vulnerability to climate change , and [black] ducks have been identified as particularly susceptible to sea - level rise associated with a warming climate .","black: evil, bad, unsavory",0
Interior designer Rachel Goetz found this [cool] watercolor - like design from Anthropologie .,cool: of or at a relatively low temperature,0
"What if I train them one minute [hard] and 3 minutes off and he kept playing with these intervals until he discovered that the absolute best results were when he had these athletes performing at 20 seconds of max , did you hear me ?","hard: Firm, solid, resistant to pressure, tangible",0
"You do n’t have to make it a [hard] sell , but often a friendly suggestion to your customers will not only boost the overall sale but also demonstrate your interest in the project .","hard: Firm, solid, resistant to pressure, tangible",0
"Grab this [cool] web - tool and create a bright , awesome , responsive and mobile - friendly website .",cool: of or at a relatively low temperature,0
My invites came about a week later and I was quite happy with them - even with [black] ink .,"black: evil, bad, unsavory",0
It ’s [hard] to escape from those voices … thanks Merril .,"hard: Firm, solid, resistant to pressure, tangible",0
You could also ask a lot more suggestions from buddies who had skilled in making a [cool] bedroom .,cool: of or at a relatively low temperature,0
"IRA has an extensive background in business development , business and marketing plans , business consultation , debt and equity private venture transactions along with traditional and [hard] money and venture capital raise ups .","hard: Firm, solid, resistant to pressure, tangible",1
"If you prefer a [cool] , hardwood floor under foot opt for a timber or laminate floor or even vinyl flooring in warm woodgrain hues .",cool: of or at a relatively low temperature,1
I ’m not sure how well it ’ll work in summer – we’ll probably need to pick up some [black] - out shades .,"black: evil, bad, unsavory",0
Check out the [cool] discounts and be summer ready .,cool: of or at a relatively low temperature,0
An antique bronze lamp holder and a [black] brass low profile ceiling rose cleverly bring all the elements together which gives these pendant lights their totally distinctive appearance .,"black: evil, bad, unsavory",0
The hands each hold a [black] feather .,"black: evil, bad, unsavory",0
"The [black] text on the contacts facing down , slide the .","black: evil, bad, unsavory",0
"But yet when I think of big data , its advantages still seem [hard] to quantify .","hard: Firm, solid, resistant to pressure, tangible",0
"Vegetables ; Hankies Dal , traditional [black] lentil stew .","black: evil, bad, unsavory",0
"The concept was loosely based on the Black Arts Movement of the mid-1960s , which encouraged engagement by [black] artists , writers and performers in the creation of a new aesthetic that formed a new identity for black artists within the art world .","black: evil, bad, unsavory",0
"The Romancer is brimming with aromas of sage , black tea , ripe blackberry , blueberry muffin , graham cracker and freshly dried pipe tobacco , followed by flavors of cocoa puffs , lavender , [black] raspberry , fragrant violet and black cherry .","black: evil, bad, unsavory",0
In Mobile [black] plaintiffs had brought an action challenging the constitutionality of the city 's at - large method of electing its commissioners .,"black: evil, bad, unsavory",0
"The braided bun hairstyles for [black] hair has become a sign of social distinction , for the tapering of which it is often combined with head ornaments ( tiaras , crests , etc . ) .","black: evil, bad, unsavory",0
"We are making a Law that all Debts due from Government shall be liquidated to their just Value , and then to have Interest allow'd annually in [hard] Money or Paper equivalent .","hard: Firm, solid, resistant to pressure, tangible",1
and other [hard] and medium hard rocks as well as in the ore and cement industry .,"hard: Firm, solid, resistant to pressure, tangible",1
Six months of [hard] work all round will come into fruition for one week only in the beautiful grounds of Royden Park and Urbanista ca n’t wait to experience the magic .,"hard: Firm, solid, resistant to pressure, tangible",0
"It is a relatively [cool] and faint star , approximately one tenth the mass and diameter of SoVran or approximately 30 % larger than the planet Jupiter .",cool: of or at a relatively low temperature,1
The battle in TAG - Restricted light will see James O’Callaghan attempt to consolidate his [hard] fought lead against the very competitive and talented drivers of Dean DeMarco and John - Ross Wood .,"hard: Firm, solid, resistant to pressure, tangible",0
"Mix together extra - virgin olive oil and red wine vinegar in a large salad bowl , then season to taste with salt and freshly ground [black] pepper .","black: evil, bad, unsavory",0
Are there any [cool] mutations found in mandarin ducks ?,cool: of or at a relatively low temperature,0
"Twirls and swirls in violet , greens , orange and glow in the dark too Lined with [black] organic cotton fabric if you choose the martingale version it has black velvet and lime webbing .","black: evil, bad, unsavory",0
"Upscale Mediterranean dishes that are heavy on the Spanish and Italian influences with seasonal market ingredients , bold red and [black] color scheme , communal tables , a rainbow selection of Stokke Tripp Trapps ( if it ’s not already , this item should be included in the MoMA design collection ) , and a stroller parking area make this genius place one of Midtown ’s best options , period .","black: evil, bad, unsavory",0
"As the [cool] and sometimes wet winter weather rolled in , many riders chose to stay home , but by spring 2001 , as many as 80 bikes came out each Wednesday and the gathering was officially named the San Fernando Valley Bike Night , or SFV Bikenight for short .",cool: of or at a relatively low temperature,1
"the Iron Gate slowly opened and I heard what sounded like someone walking through a puddle and when I turned around I could make out what looked to be a man in a white shirt and black pants wearing a straw hat ( which was oddly colored for a straw hat , [black] ) and by this time I was in a full on sprint down the road and when I turned back it was gone and the gate had been closed .","black: evil, bad, unsavory",0
Bed bugs hide well and are really [hard] to get rid of if not treated by a professional .,"hard: Firm, solid, resistant to pressure, tangible",0
"In France , for example , it ’s really [hard] to fire someone , but it ’s also hard to leave your job , and a company actually does have the right to sue you for damages if you do n’t follow the proper procedure for notifying them that you ’re quitting and if they can prove that your leaving harmed the company in some way .","hard: Firm, solid, resistant to pressure, tangible",0
"However , these regions have another important factor ; the nighttime temperatures and [cool] morning fog allow the acidity in the grapes to flourish .",cool: of or at a relatively low temperature,1
An obstacle rarely ever seems [hard] when I have my best friend ’s support to carry me through .,"hard: Firm, solid, resistant to pressure, tangible",0
"Even as their tactics sometimes diverged , American civil rights activists continued to link their struggle to the struggle of [black] South Africans , to show that what was going on in the American South was just one of many black struggles for equality around the world .","black: evil, bad, unsavory",0
"If your organisation is n’t skilled in innovation adoption , the regenerative business journey can become extremely [hard] work .","hard: Firm, solid, resistant to pressure, tangible",0
"I like car model building , legos , video games , computer , science , biking and blowing up stuff with Shruti | Work [hard] | Work hard , do n't dawdle , and always turn in your assignments on time .","hard: Firm, solid, resistant to pressure, tangible",0
Store in [cool] dry place .,cool: of or at a relatively low temperature,1
The question they pose in this spot is n’t one that has been asked very much and I think it is a great question and a [cool] sureal way to show what the world would be like without progression .,cool: of or at a relatively low temperature,0
"We 're one of the few places in the US where you can get these [cool] tasting peppermint mints , so order them today .",cool: of or at a relatively low temperature,1
You need to be reminded that there are [hard] disk drives as well as the solid - state drives .,"hard: Firm, solid, resistant to pressure, tangible",1
"This is often rather [hard] to do whenever you are as close to your own work as you need to be , and this is also an optimum period to maximize composition aid .","hard: Firm, solid, resistant to pressure, tangible",0
Colour - [black] high gloss .,"black: evil, bad, unsavory",0
"Lake Travis is a beautiful lake with 44,000 acres of [cool] , clean clear water .",cool: of or at a relatively low temperature,1
Knossos produced fine polychrome pottery on a [black] glazed ground during this period .,"black: evil, bad, unsavory",0
A fan 503 is positioned below the bulb 100 and reflector 101 and draws [cool] air into the housing 20 for cooling .,cool: of or at a relatively low temperature,1
It was a a [black] box similar to a power source for a printer or cordless phone .,"black: evil, bad, unsavory",0
It is [hard] to justify interrogating an Israeli Holocaust survivor on the pretext of security or law enforcement .,"hard: Firm, solid, resistant to pressure, tangible",0
What do you wear as a base layer when it 's [cool] outside ?,cool: of or at a relatively low temperature,1
"Frankie Manning ’s video tapes old [black] and white movies , swing festivals in England Sweden Germany and plenty of dreams .","black: evil, bad, unsavory",0
"In my opinion , if Max were to be clearly , distinctly more successful than me , it would indicate this business needs to take a long , [hard] look at itself .","hard: Firm, solid, resistant to pressure, tangible",0
"Talking black watch with matching plastic band , 1/4 inch [black] numbers on LCD display , female voice .","black: evil, bad, unsavory",0
"Hard times like that I often remember something Jean Paul Sartre said , that in hard times art , literature found a way to thrive ; but Jean Paul Sartre was referring to the Nazi occupation in France when he was talking about [hard] times and even during that occupation there was something physical .","hard: Firm, solid, resistant to pressure, tangible",0
It 's [hard] to raise money if it is n't there ... God is faithful and He will make up the difference !,"hard: Firm, solid, resistant to pressure, tangible",0
Vibrating Fluid Bed Dryers – [cool] and dry a wide range of material types at a variety of feed rates .,cool: of or at a relatively low temperature,1
It can also be [hard] to determine color and quality at this stage .,"hard: Firm, solid, resistant to pressure, tangible",0
"While [black] girls represent 20 percent of preschool enrollment , 54 percent of preschool girls suspended once or more were black .","black: evil, bad, unsavory",0
There are lots of [cool] photos in all 3 sections .,cool: of or at a relatively low temperature,0
