text1,text2,label
"Rich , mouthfilling and powerful [black] and red berry fruits with spice and floral notes .","black: evil, bad, unsavory",0
"She could n’t find a product on the market that would have made a difference for Ripley , so she took matters into her own hands and came up with a [cool] mat that would provide pets comfort in even the hottest conditions .",cool: of or at a relatively low temperature,1
"Bunk beds are pretty [cool] in concept , and when you add a chic rustic touch of design , they get even cooler .",cool: of or at a relatively low temperature,0
"You wo n’t want to invest in major upgrades , but it ’s worth it to fix leaky faucets , replace dated ones , and remove [hard] water stains .","hard: Firm, solid, resistant to pressure, tangible",1
It ’s [hard] to explain how devastating it was to our morale .,"hard: Firm, solid, resistant to pressure, tangible",0
"I think this is sometimes [hard] for people to see from the inside , and it ’s unfortunate because I believe that if more Americans realized what was happening to them , they might fight back .","hard: Firm, solid, resistant to pressure, tangible",0
The [hard] part will be what would be the best thing to do – convert to calls or just roll ?,"hard: Firm, solid, resistant to pressure, tangible",0
Apply [cool] water or ice packs to the skin to lower your body temperature .,cool: of or at a relatively low temperature,1
Wash gently in [cool] water with mild soap .,cool: of or at a relatively low temperature,1
"An Archive and Install will NOT erase your [hard] drive , but you must have sufficient free space for a second OS X installation which could be from 3 - 9 GBs depending upon the version of OS X and selected installation options .","hard: Firm, solid, resistant to pressure, tangible",1
It ’s mostly packed gravel and [hard] dirt now ; grey instead of the tans and browns up in the Gabilans .,"hard: Firm, solid, resistant to pressure, tangible",1
Keep in a [cool] dry place .,cool: of or at a relatively low temperature,1
"Debatable , I know , and not 100 % across the board , cut and dried , [black] and white .","black: evil, bad, unsavory",0
And no browser today has a [cool] lightning action like Archane does .,cool: of or at a relatively low temperature,0
Was it a [cool] tool with a wicked UI ?,cool: of or at a relatively low temperature,0
"I 'm very happy with this external [hard] drive , looks great and it 's compact and easy to install and use Plus the price was way lower than I expected .","hard: Firm, solid, resistant to pressure, tangible",1
"There was n’t a [hard] transition to this tennis string , it was very easy to make the switch .","hard: Firm, solid, resistant to pressure, tangible",0
"Find North face resolve jacket [black] black , Blue Men 's Outerwear in Shopzilla 's Clothing & Accessories category :","black: evil, bad, unsavory",0
"In his leather pants from Dolce and Gabanna and his black silk shirt and really expensive black tie and black jacket and black diamond stick pin through the really expensive black tie and his ink black hair and jet [black] eyes and his big feet in big , black boots , oh , he was so into black .","black: evil, bad, unsavory",0
However you can make me an offer you never know times may just be [hard] at the time .,"hard: Firm, solid, resistant to pressure, tangible",0
"On both sides of that I think that 's also the case with a decision , to go into China right like it it , is it is an ethical question because , it 's [hard] and so , to , me the obligation , is to have , the conversation .","hard: Firm, solid, resistant to pressure, tangible",0
One [cool] feature of docstrings is that Python can use them to automatically generate documentation .,cool: of or at a relatively low temperature,0
You do n't have to break the skin .. just [hard] enough to get your point across being - biting hurts- they will get the message .,"hard: Firm, solid, resistant to pressure, tangible",0
"The advantage these robots will have over human labor is that they will easily be able to work in a zero gravity , high radiation , [hard] vacuum environment without the need for relief or special equipment .","hard: Firm, solid, resistant to pressure, tangible",0
Firstly laburnum trees are [hard] to find in Kerala now - a - days .,"hard: Firm, solid, resistant to pressure, tangible",0
Film of paint : [hard] and easy to sand - ideal for racing boats and speed boats .,"hard: Firm, solid, resistant to pressure, tangible",1
"The Haiku Buckaroo ) will receive a Magnetic Poetry Haiku Kit , a Haiku Buckaroo Mug and a super - [cool] button for their blog ( in their choice of white or black ) .",cool: of or at a relatively low temperature,0
"What can I say - it is printer Ink The HP printer is very good , and I like that I can use just [black] if I choose to do so ... use hp ink and only buy at best buy trust them to carry the best the always help me with I need thank all of yous at best buy go hp ink ""","black: evil, bad, unsavory",0
Knowing that I took the run not too [hard] .,"hard: Firm, solid, resistant to pressure, tangible",0
A fan 503 is positioned below the bulb 100 and reflector 101 and draws [cool] air into the housing 20 for cooling .,cool: of or at a relatively low temperature,1
The water temperature is nice and [cool] .,cool: of or at a relatively low temperature,1
"In the next page , we have the awesome home theatre modern with 6 [black] leather home theatre seating in a row surrounded by geometric soundproof wall decor [ ... ] .","black: evil, bad, unsavory",0
"What I think you should do , is check out some [cool] hairstyles that you think you want for yourself , and then when you 're older , you can use that .",cool: of or at a relatively low temperature,0
"After all , it ’s generally well - liked that [black] cars are hotter in the sun and white cars save cooler in the summer , but is it essentially true ?","black: evil, bad, unsavory",0
"Could you briefly explain how a "" [cool] core cluster "" forms or provide a link to a non - technical explanation ?",cool: of or at a relatively low temperature,1
which is quite [hard] to answer .,"hard: Firm, solid, resistant to pressure, tangible",0
It 's not as [cool] as I thought it might be this time of the year .,cool: of or at a relatively low temperature,1
It ’s [hard] and complicated and requires attention nearly 24/7 .,"hard: Firm, solid, resistant to pressure, tangible",0
They appear to transport energetic plasma in a confined beam from the central [black] hole of the host galaxy .,"black: evil, bad, unsavory",0
Any type of [cool] devices to create computer animated GIFs ?,cool: of or at a relatively low temperature,0
It can also be [hard] to determine color and quality at this stage .,"hard: Firm, solid, resistant to pressure, tangible",0
"Many of them are very [cool] additions for your phone , but there ’s also a fair share of low quality ones .",cool: of or at a relatively low temperature,0
The Funny Dictionary : An A - Z of Kids ’ Funny Definitions includes around 40 [black] and white photographs from the National Library ’s pictorial collections .,"black: evil, bad, unsavory",0
A really [cool] place to visit for a few drinks and food with friends and family .,cool: of or at a relatively low temperature,0
"If you ’re spending most of your time bouncing between RV parks it should n’t be too much trouble , but think long and [hard] about what you want to do on the road .","hard: Firm, solid, resistant to pressure, tangible",0
"While many Thais like their durians harvested early so the interior is still [hard] and can be neatly handled , I like an over - ripened durian , which has the consistency of cottage cheese .","hard: Firm, solid, resistant to pressure, tangible",1
The [hard] part ( designing ) is complete and you can start to see it come together .,"hard: Firm, solid, resistant to pressure, tangible",0
Analysis of [black] cherry modified kiln schedule # 2 results indicated that twist and bow were less likely to occur under this schedule as compared to the control schedule ( Table 2 ) .,"black: evil, bad, unsavory",0
It is n't seasonal and when it hits it hits you [hard] for about 3 - 5 days .,"hard: Firm, solid, resistant to pressure, tangible",0
HP DeskJet 2621 printing in color is as simple as printing in [black] and similar too .,"black: evil, bad, unsavory",0
"Bellow , you can check a showcase of 10 [cool] yellow shower curtain designs which could serve as an inspiration .",cool: of or at a relatively low temperature,0
Clicking on the drop down box reveals all the unassigned [hard] drives in the sytem .,"hard: Firm, solid, resistant to pressure, tangible",1
We do some pretty [cool] stuff .,cool: of or at a relatively low temperature,0
"Charter Vessels operating out of Shute Harbour , Airlie Beach and Hamilton Island offer a variety of trips to the rich waters of the outer Great Barrier Reef chasing , tuna , mackerel and coral trout , or tagging and releasing sailfish and the legendary [black] marlin .","black: evil, bad, unsavory",0
If your Bulldog is going to spend the day outdoors make sure that it has a [cool] spot to relax in .,cool: of or at a relatively low temperature,1
"It was 1959 , and the white kids danced with white kids and the black kids danced with [black] kids , but for some members of the community , that was too much integration .","black: evil, bad, unsavory",0
Splice the [black] wire in two and hook up them around the terminal screws - a single on major and the other around the bottom screw in the switch .,"black: evil, bad, unsavory",0
I think it 's [cool] .,cool: of or at a relatively low temperature,0
"The atmosphere was mellow , the music even mellower , and there were just all round chill vibes emanating out of Flyrite that evening ( which just made me want to lay on the [cool] grass , looking up at the stars , somehow surrounded by vanilla - caramel incense ) .",cool: of or at a relatively low temperature,1
Bringing top performers in early to the content creation and employee learning processes can serve as a tangible reward for all of their [hard] work — as well as hands - on introduction to the managerial stratosphere .,"hard: Firm, solid, resistant to pressure, tangible",0
"Store in a [cool] , dry place , tightly sealed .",cool: of or at a relatively low temperature,1
Lakewood prides itself in offering the perfect setting for the most discriminating [black] tie affair to casual dining .,"black: evil, bad, unsavory",0
"The most popular color of the Bengal is the brown / [black] tabby , a lackluster description for coats that can be anywhere from a cool grey to vibrant shades of golden , bronze , copper or mahogany with spots or marbling ranging from rich browns to intense black .","black: evil, bad, unsavory",0
"Not to mention , I ’m so actually impressed concerning the [cool] tips and hints you serve .",cool: of or at a relatively low temperature,0
"None of this is presented as an excuse for a prisoner 's crime - the Lady 's childhood was also shockingly traumatic , and yet she has clearly taken a very different path from the men whose executions she seeks to stop - but it would be absurd to suggest that it is n't a contributing factor , and it 's [hard] to finish The Enchanted without a nagging sense of guilt that we live in a society in which a child could possibly lead such a life .","hard: Firm, solid, resistant to pressure, tangible",0
"You can find out millipedes living in moist , humid and [cool] environment .",cool: of or at a relatively low temperature,1
An antique bronze lamp holder and a [black] brass low profile ceiling rose cleverly bring all the elements together which gives these pendant lights their totally distinctive appearance .,"black: evil, bad, unsavory",0
"When the chicken is [cool] enough to handle remove all the breast meat , leg and thighs keep the flesh in big pieces so it does not dry out , cover with plastic wrap , refrigerate .",cool: of or at a relatively low temperature,1
We saw this [cool] Sol LeWitt wall at MASS MoCA .,cool: of or at a relatively low temperature,0
"The partnership with Just Shot Shop , is base don the fact that we will drive their choice to purchase fashion items , and even develop them till they will become also a super [cool] window for so many young fashion brand under our creativity and supervisor .",cool: of or at a relatively low temperature,0
"With the allure of [cool] days and pumpkin - everything , there ’s only so much more I can take of ice water and chopped salads for dinner .",cool: of or at a relatively low temperature,1
but I m reluctant which colour to choose so that the grey hair is not so visible like it ’s now in jet [black] hair … either my hair grows too fast or the colour fades soon .,"black: evil, bad, unsavory",0
"I appreciated your [hard] work and time you spent with us , the documents , and tough love too .","hard: Firm, solid, resistant to pressure, tangible",0
It was made of that [hard] material back then .,"hard: Firm, solid, resistant to pressure, tangible",1
The staff is [cool] and helpful .,cool: of or at a relatively low temperature,0
"Three out of four types of warp ( twist , bow , and crook ) in modified kiln schedule # 1 showed a reduction in odds when compared to the [black] cherry control charges ; twist , bow , and crook had odds ratios of 0.39 , 0.27 , and 0.74 , respectively .","black: evil, bad, unsavory",0
Some radiation had to be emanating from the outside of the [black] hole and it had to also reach Earth without being knocked off course by a celestial object .,"black: evil, bad, unsavory",0
Then this Batman [cool] straight bong | Unique bong will be the perfect addition to your glass collection .,cool: of or at a relatively low temperature,0
"As we started practicing the times tables , I remembered this [cool] trick I 'd learned years ago .",cool: of or at a relatively low temperature,0
"The Chevrolet Trailblazer Phoenix dons a new sporty style with its Trailblazer front hood decal , side strip decals , rear bumper scuff plate , matte [black] fender flares , matte black pillar decals , matte black rear spoiler , matte black tailgate applique , and a distinct matte black front and rear Chevrolet bowtie emblems .","black: evil, bad, unsavory",0
"It ’s hard to believe , but May 26 , 2011 marks 10 years of marriage for my wife and I. I remember our wedding day as if it happened just an hour ago and it ’s [hard] to fathom that the next 10 years may pass as quickly .","hard: Firm, solid, resistant to pressure, tangible",0
"One unforgettable image is a of an elderly black woman with an afro of silver - [black] spirals , gazing intently at something I ca n't see .","black: evil, bad, unsavory",0
"But if you set a lot of global - hotkeys , it could be [hard] to remember them and to use fast .","hard: Firm, solid, resistant to pressure, tangible",0
"It is [cool] that you ’re seeking a job to get a income , however , also you will require some difficulties with restart .",cool: of or at a relatively low temperature,0
"to answer colin ’s question about afterlife : You will get what you believe in – it is [hard] work to get there , but I know I will end up in Walhalla – it is mind over matter .","hard: Firm, solid, resistant to pressure, tangible",0
"So next time you think that the best way to make yourself feel better is to buy yourself a treat , or the next [cool] gadget , consider that the opposite is true .",cool: of or at a relatively low temperature,0
Do you have [black] oil ?,"black: evil, bad, unsavory",0
A 5 page review of the work of one of the most effective [black] writers of the twentieth century .,"black: evil, bad, unsavory",0
"By your statement , I assume a replacement VDP chip would be [hard] to come by , and so the unit would essentially be lost if the VDP were damaged .","hard: Firm, solid, resistant to pressure, tangible",0
This is a really nice redesign of the [black] hole to give it a dark blue effect .,"black: evil, bad, unsavory",0
Let [cool] for 30 minutes in the pan on a rack .,cool: of or at a relatively low temperature,1
I try to at least end with [cool] water since I love a hot shower !,cool: of or at a relatively low temperature,1
And especially in those hot temperature days you will be wanting something [cool] and refreshing to drink .,cool: of or at a relatively low temperature,1
Females are drab brownish - gray fish with very faint [black] vertical bars on the bodies .,"black: evil, bad, unsavory",0
"The collarless design keeps you [cool] and comfortable during the warm season , whilst the minimalist single - button fastening and dual rear vents retain a key silhouette for a smart yet comfortable fit .",cool: of or at a relatively low temperature,1
With many families having two working parents it 's [hard] to know what to do with the kids .,"hard: Firm, solid, resistant to pressure, tangible",0
"Some coral debris , molluscs , and foraminiferal sand are stained [black] , because of precipitation of free pyrite in a reducing environment caused by weak currents and quiescent conditions , in the presence of plant and organic debris , mainly algae and sea - grass .","black: evil, bad, unsavory",0
"Choose from red , blue , or [black] to perfectly complement your home and style .","black: evil, bad, unsavory",0
How am I going to be successful and [cool] and make Him known all at once ?,cool: of or at a relatively low temperature,0
The [cool] pattern of dovetails is what makes them so valuable .,cool: of or at a relatively low temperature,0
Her Beet roots look [cool] with the darker veins in the leaves .,cool: of or at a relatively low temperature,0
"Snowman looked the part with black pom - pom detail down the centre of his long white top , a pair of white mittens and a white snowman headpiece with [black] mesh eyes and mouth .","black: evil, bad, unsavory",0
There will be no excuses when it comes to multiple opportunities to see a really [cool] band live in person .,cool: of or at a relatively low temperature,0
Advanced thermal printing technology enables photo - quality [black] & white prints with resolutions up to approximately 325 dpi and grey levels up to 256 steps .,"black: evil, bad, unsavory",0
"Adrenalynn : That was so [cool] that you graduated to J5 really uncanny though , he must have read your mind , he he .",cool: of or at a relatively low temperature,0
Picnic sets and [cool] bags are also available for those adventurous days out to the beach or national parks .,cool: of or at a relatively low temperature,0
It does sound weird to recommend a whitening shampoo but the Whitening Shampoo does not lighten but in fact adds cool tones and this tonal quality will assist in camouflaging the red / brown tones from the coat which are more evident as the coat has faded and lost the [cool] hues of the coat colour .,cool: of or at a relatively low temperature,1
On the available evidence it is clear that the [black] taxi drivers are beginning to suffer from years of neglecting the quality of service they are offering .,"black: evil, bad, unsavory",0
"And the first time Malaysians heard for sure that there was [hard] evidence of the couple ’s spending habits came in Sydney , after a private holiday for New Year ’s Eve .","hard: Firm, solid, resistant to pressure, tangible",1
"It provides you the [cool] air you need for a more comfortable feeling , and when it comes to air conditioners the Koldfront PAC1401W Ultracool 14,000 BTU Portable Air Conditioner is the best choice .",cool: of or at a relatively low temperature,1
"What s the weirdest you can get , is they ve just announced on the BBC news that HFCS has the effects of Cocaine , Vitamin C has been shown , in the test tube , to give XDR tuberculosis a [hard] time .","hard: Firm, solid, resistant to pressure, tangible",0
It 's very [hard] to contact Wood - mode / Brookhaven because I ca n't find a phone number and the only way to contact them is by filling out a form online and hoping they call me .,"hard: Firm, solid, resistant to pressure, tangible",0
I got a BS in Economics and Political Science from TAMU and a [cool] watch from my dad ( on the right . ),cool: of or at a relatively low temperature,0
"Poverty The US census reported that While interracial dating continues to be on the rise in the United States , [black] people remain the minority group that has relationships outside of their race the least at 19 percent .","black: evil, bad, unsavory",0
"If you ’re mosting likely to team this shot with a cup of tea , we ’ve discovered that ‘ milklike teas ’ execute better than darker beverages like [black] coffees as well as black teas !","black: evil, bad, unsavory",0
I was bored and was thinking of [cool] projects to do .,cool: of or at a relatively low temperature,0
After this certain key & critical systems will begin to disintegrate rendering a unit 's value on the [black] market to only 200 gold pieces .,"black: evil, bad, unsavory",1
Jim Laurent over at Sun has a really [cool] post over on his blog about using a VMware Fusion hosted Solaris 10 virtual machine to play around with the open source ZFS file system and a trio of USB sticks to make a poor - man ’s Raid - Z array using USB sticks instead of actual hard drives .,cool: of or at a relatively low temperature,0
"It 's a [hard] decision to make but my favorite character Suigintou , also known as Gin - Sama .","hard: Firm, solid, resistant to pressure, tangible",0
Salty Mexican rice and [black] beans played perfectly with sweet plantains .,"black: evil, bad, unsavory",0
"Here ’s a [cool] shorty from Mexico , focused on the boats that take fly fishers to the flats .",cool: of or at a relatively low temperature,0
She felt that it was important for [black] and white students to understand the contributions African people gave the world .,"black: evil, bad, unsavory",0
"Also , please note , that I 'm leaving out the really weird , [hard] to explain , over the top dramatic happenings .","hard: Firm, solid, resistant to pressure, tangible",0
"It is hand carved circular disk , made from a green hard stone , carved applied [hard] stones , carnelian , amethyst , agate , and a glass gold stones .","hard: Firm, solid, resistant to pressure, tangible",1
"and the 9700k is good so far , running smooth and [cool] at 5.1ghz",cool: of or at a relatively low temperature,1
"Moreover , if you are not satisfied with all the [hard] work you have put in , you can easily detach the chair from the boat by unscrewing the pedestal .","hard: Firm, solid, resistant to pressure, tangible",0
You can find yourself in a pretty [cool] look .,cool: of or at a relatively low temperature,0
"It ’s a really [cool] place that as you can imagine at this time of the year in Death Valley , it really was n’t so cool temperature wise .",cool: of or at a relatively low temperature,0
Beautiful white [black] glass wood modern design elegant .,"black: evil, bad, unsavory",0
How to decorate furniture for a [black] light glow party ?,"black: evil, bad, unsavory",0
Throw these across your hands for a [cool] look !,cool: of or at a relatively low temperature,0
"From the very first page , I was drawn into the story of this house said to have a [black] soul and the tale of three former Nuns , empaths , employed by the Church to determine if there is any evidence of possession .","black: evil, bad, unsavory",1
It ’s [hard] to have that discussion without sounding like a science degree snob though .,"hard: Firm, solid, resistant to pressure, tangible",0
