text,text2
"It 's [hard] to describe it ; imagine a very fast - paced waterfall ending in shallow waters , but also distorted ( maybe it 's better to say "" compressed "" ) , and at a really high volume - like , when it was at full volume I literally had to turn down the PC sound a bit , but just seconds before I could barely hear the sentences whispered by my Reaver .",hard: difficult
But if you ’re dealing with a lot of media ( especially videos ) then an external [hard] drive is the way to go !,"hard: Firm, solid, resistant to pressure, tangible"
"Who would 've thunk that it would be so [hard] to take outfit pictures w / a toddler , huh ?",hard: difficult
"If you want to make the fresh straws last even longer , the company 's website suggests boiling the straws with some salt , letting dry , and then storing in a [cool] dry place .",cool: of or at a relatively low temperature
"We take a new Class 1 Class C , E and G [hard] hat and each hat is prepared and dipped one a a time .","hard: Firm, solid, resistant to pressure, tangible"
A [cool] breeze brushed past the young girl ’s caramel hair .,cool: of or at a relatively low temperature
It ’s also really [cool] to see people you know be apart of the production and give back to the community .,"cool: trendy, fashonable, interesting"
"I think this is sometimes [hard] for people to see from the inside , and it ’s unfortunate because I believe that if more Americans realized what was happening to them , they might fight back .",hard: difficult
"Jaw crusher is suitable for crushing a variety of soft and [hard] ores and rocks , whose largest compression resistance is under 320MPa .","hard: Firm, solid, resistant to pressure, tangible"
"Given the facts that the German government is not willing to permit fracking , that it is uncomfortable with its dependence on Russia for natural gas , and that it is strongly against fossil fuels in general , it is [hard] to imagine large - scale development of any sort of fossil fuel plants in the country .",hard: difficult
"Two of my favorite rooms in the home are also down here , including the media room ( with a [cool] framed flat - screen television ) and an exercise room , which I 'd love to have in my own home .","cool: trendy, fashonable, interesting"
These are really [cool] looking .,"cool: trendy, fashonable, interesting"
"Sunday will be a mainly - sunny day , yet Baton Rouge neighborhoods will stay [cool] as afternoon readings will only climb into the upper 40s to low 50s .",cool: of or at a relatively low temperature
"But like most things , there are many die [hard] opinions that were formed many years ago , and become less relevant as time goes by and things develop .","hard: Forceful, potent, vigorous"
Once the slide begins it can be [hard] to arrest .,hard: difficult
I wept as I tried to make sense of moments and words my heart was having a [hard] time translating .,hard: difficult
Knowing that I took the run not too [hard] .,"hard: Forceful, potent, vigorous"
"Repeated testing in gardening magazines and TV gardening shows have come up with results that favour bypass bladed pruners for delicate stems or prize plants , while anvil secateurs may have a slight advantage for [hard] woody stems where getting maximum force is the issue .","hard: Firm, solid, resistant to pressure, tangible"
The cabin was 4000 feet above sea level and got quite [cool] at night .,cool: of or at a relatively low temperature
"Fans are [cool] ( get it ? ) and stuff , but they ’re preposterously directional .","cool: trendy, fashonable, interesting"
"While many Thais like their durians harvested early so the interior is still [hard] and can be neatly handled , I like an over - ripened durian , which has the consistency of cottage cheese .","hard: Firm, solid, resistant to pressure, tangible"
It ’s a pretty [cool] gear shop and has an even cooler logo .,"cool: trendy, fashonable, interesting"
"It � s a [cool] idea , especially since all of the icons , locations , and even the graphics change afterward , but really it � s just changing the fluff of what ...","cool: trendy, fashonable, interesting"
"Bunk beds are pretty [cool] in concept , and when you add a chic rustic touch of design , they get even cooler .","cool: trendy, fashonable, interesting"
Leopards for kids leopards are gorgeous creatures to look at and they 're really interesting too here are some [cool] leopard facts to fill your brain with .,"cool: trendy, fashonable, interesting"
It was [cool] to see coverage of Johnny Cupcakes in a whole ‘ notha language .,"cool: trendy, fashonable, interesting"
It 's not as [cool] as I thought it might be this time of the year .,cool: of or at a relatively low temperature
""" Like oh my god this phone is so totally [cool] like it says Prada and stuff , like oh my god !","cool: trendy, fashonable, interesting"
"Doina took her time and the design that emerged from all her patience and [hard] work was incredible , well beyond what I had anticipated .","hard: Forceful, potent, vigorous"
"While 75 % of our guests are completely happy to enjoy an unstructured windjammer vacation , we do offer some pretty [cool] specialty cruises .","cool: trendy, fashonable, interesting"
In [hard] to reach places like the bottom and around the brick arch use the back of a spoon to smooth .,hard: difficult
Many of the visitors were from local assisted living facilities and people with disabilities for whom this was a welcome tropical get - away on a [cool] spring day .,cool: of or at a relatively low temperature
Please join with us and celebrate and congratulate the [hard] work that has brought these lovely women to this day !,"hard: Forceful, potent, vigorous"
"If you were known as the [cool] guy or gal before , wait till you arrive at the prom venue in a limo and impress everyone even more .","cool: trendy, fashonable, interesting"
"Not to mention , I ’m so actually impressed concerning the [cool] tips and hints you serve .","cool: trendy, fashonable, interesting"
"I come from at least four generations of brick masons dating back to 19th century Italy , and I learned the value of [hard] work and perseverance from working on construction sites with my father every summer from high school through medical school .","hard: Forceful, potent, vigorous"
The really neat thing about the truss system is the [cool] special truss hanger that is used to nail all eight trusses together .,"cool: trendy, fashonable, interesting"
Very [cool] giveaway .,"cool: trendy, fashonable, interesting"
The basic idea of describing [hard] problems goes back to Kurt Gödel and is captured today in a problem class named NP .,hard: difficult
"While a [cool] find , it 's missing the most key part to a Whizzer , the drive mechanism .","cool: trendy, fashonable, interesting"
"With Ice Baths & Sauna for your recovery needs , and an apparel shop selling [cool] gear , Unit-27 is a „ one stop shop “ for all your weight loss , S&C , CrossFit , Nutrition etc in Thailand , Phuket .","cool: trendy, fashonable, interesting"
"It is hand carved circular disk , made from a green hard stone , carved applied [hard] stones , carnelian , amethyst , agate , and a glass gold stones .","hard: Firm, solid, resistant to pressure, tangible"
"Mad Men is always aware of its own bigness ; it 's deep , but it 's also [cool] and crowd - pleasing .","cool: trendy, fashonable, interesting"
"While that ’s a [cool] little nugget of information , it ’s also incredibly actionable .","cool: trendy, fashonable, interesting"
The borough said the building ’s estimated market value of € 5.2 million ( $ 6.12 million ) would make it [hard] to earn enough money to justify the outlay without raising the rent by instigating a luxury conversion .,hard: difficult
"What a [cool] name for a Toastmasters club , I thought .","cool: trendy, fashonable, interesting"
"For my soul sees beyond the facts ( “ a twelve - year - old in west Sacramento by herself , a full day on Regional Transit , what kind of mother would allow that ? ” ) , and sees that pilgrimage to Tower Records as part of a deep unconscious [hard] wiring beyond volition , something I was meant to do .","hard: Firm, solid, resistant to pressure, tangible"
The [hard] tacos are another excellent choice ( $ 2.99 ) .,"hard: Firm, solid, resistant to pressure, tangible"
"“ She would have said ‘ look if the Irish want to shoot each other they will shoot each other whether there ’s a [hard] border or whether there is a soft border , that is something the Irish will do if they want to ’ .","hard: Firm, solid, resistant to pressure, tangible"
"From morning jogs to weekend hiking adventures , design your own water bottle to accompany you and keep you hydrated and looking [cool] at the same time .","cool: trendy, fashonable, interesting"
and they look [cool] too ! !,"cool: trendy, fashonable, interesting"
Developing new presentations and assignments is [cool] but it takes time .,"cool: trendy, fashonable, interesting"
Colleges and universities are taking a [hard] look at their campus climates to address inequities in student persistence .,"hard: Forceful, potent, vigorous"
"Though [hard] work requires dedication , it will pay off in the end in the form of success .","hard: Forceful, potent, vigorous"
"I ’ll give you the recipes I improvise from , but seriously pancakes are [hard] to mess up .",hard: difficult
Jim Laurent over at Sun has a really [cool] post over on his blog about using a VMware Fusion hosted Solaris 10 virtual machine to play around with the open source ZFS file system and a trio of USB sticks to make a poor - man ’s Raid - Z array using USB sticks instead of actual hard drives .,"cool: trendy, fashonable, interesting"
"Stellar Disk Wipe alternative is your best choice destroy and wipe your sensitive data before you resell , donate or give away your computer , [hard] drive , USB , external hard drive , digital camera , etc .","hard: Firm, solid, resistant to pressure, tangible"
"After I unpacked it , my first thoughts were : # 1 - Pretty [cool] green sparkle finish and , # 2 - The thing is a MONSTER ! ! !","cool: trendy, fashonable, interesting"
It was very [hard] as I yelled to him to stay put until I got over to him .,hard: difficult
Very [cool] .,"cool: trendy, fashonable, interesting"
He sure did love to fish and it is [hard] to say how old this minnow bucket is .,hard: difficult
"If you ’re having an issue with the [hard] water in your shower , you should definitely check out this filter from AquaBliss .","hard: Firm, solid, resistant to pressure, tangible"
You may have a [hard] time getting up to speed early this morning .,hard: difficult
"And all those other lessons which seem to have been stored away in some sort of very [hard] to access holding area seem to have poured into my HQ like marbles clunking noisily , but pleasingly , one by one through a funnel in a marble run .",hard: difficult
"The [cool] purposes that it has attracts people from all walks of life – professors , architects , engineers and builders , security forces and even youngsters .","cool: trendy, fashonable, interesting"
"It provides you the [cool] air you need for a more comfortable feeling , and when it comes to air conditioners the Koldfront PAC1401W Ultracool 14,000 BTU Portable Air Conditioner is the best choice .",cool: of or at a relatively low temperature
You can find yourself in a pretty [cool] look .,"cool: trendy, fashonable, interesting"
I ’m sorry to hear that your having a [hard] time with the stitch .,hard: difficult
"If bleach comes in contact with eyes or skin , flush the area with [cool] water for 15 to 20 minutes .",cool: of or at a relatively low temperature
So you have made the switch from Linux to Mac OSX and you realize that owning a Mac is not just about [cool] software it is about some of the greatest hardware you will ever use .,"cool: trendy, fashonable, interesting"
"There are so many stitches , it was [cool] to be able to use them !","cool: trendy, fashonable, interesting"
Its silky rayon material delivers a silky luxurious fit and icy [cool] feel even on those hot summer days .,cool: of or at a relatively low temperature
It is really modern and just a [cool] atmosphere - just what I like .,"cool: trendy, fashonable, interesting"
"Once the summer happens , it almost becomes [hard] for each of us to bear the heat of the season .",hard: difficult
"September to November in the north of the country is fairly [cool] , with temperatures of around 17ºC. This period offers relief from the stifling summer , December through February , when temperatures climb to around 30ºC.",cool: of or at a relatively low temperature
"A "" cookie "" is a small file placed on your computer 's [hard] drive by the Web server .","hard: Firm, solid, resistant to pressure, tangible"
He is meant to have helped Jimmy 's family long ago but it 's still [hard] to sympathise with him and the film is less involving because of that .,hard: difficult
"Nail Stickers / Wraps : On the off chance that you do n’t have room schedule - wise to make [cool] nail craftsmanship , get a premade plan and press it onto your fingertips for seeing one ’s nails .","cool: trendy, fashonable, interesting"
The duo ’s Insta banter was [cool] for it ’s fans who too enjoyed it .,"cool: trendy, fashonable, interesting"
Wash gently in [cool] water with mild soap .,cool: of or at a relatively low temperature
The final part of this project was to write to the children to say a big thank you for all of their [hard] work .,"hard: Forceful, potent, vigorous"
"Well , they composed about 25 [hard] rock tunes in that short period !","hard: Forceful, potent, vigorous"
Film of paint : [hard] and easy to sand - ideal for racing boats and speed boats .,"hard: Firm, solid, resistant to pressure, tangible"
Sony have made it incredibly easy for you to replace and upgrade the internal [hard] drive .,"hard: Firm, solid, resistant to pressure, tangible"
She 's so [cool] as Rita Vrataski .,"cool: trendy, fashonable, interesting"
"Being a resident nerd , I was n’t exactly in the same scene of private parties that the [cool] kids went to .","cool: trendy, fashonable, interesting"
"Brown patch on [cool] season grasses requires thes items : Water , heat , warm nights , humidity .",cool: of or at a relatively low temperature
"Regardless of the supposed origins of the marque , the products looked [cool] and were getting favourable reviews online so we took the plunge and ordered some samples to evaluate .","cool: trendy, fashonable, interesting"
How [cool] is that ?,"cool: trendy, fashonable, interesting"
what a [cool] pie iron !,"cool: trendy, fashonable, interesting"
"If you 're using the latter , pull it out until it 's quite thin or your book will be super poofy and [hard] to bind .",hard: difficult
"Plus , that whole [cool] factor and I got to go in places that no one else could , giving me a fantastic vantage point of the race course .","cool: trendy, fashonable, interesting"
"Although the game is n't Kinect compatible , there are some other [cool] features that the game has to offer , read on in our review to find out whether this game is as bad as it may sound .","cool: trendy, fashonable, interesting"
That 's so [cool] that SteemFest used the big banquet hall !,"cool: trendy, fashonable, interesting"
What s up very [cool] website ! !,"cool: trendy, fashonable, interesting"
Drop by our Booth # 4001 and try out all the [cool] tools !,"cool: trendy, fashonable, interesting"
"For as long as the question has existed , the Catholic Church has had a [cool] or mixed attitude towards capitalism , always quicker to offer precautions than unreserved praise : the common good precedes individualistic pursuit of wealth ; employers have a duty out of justice to provide workers with a living wage and not just treat them as cheap machinery ; private property is not an absolute right , but contingent upon whether the basic needs of others have been met .",cool: of or at a relatively low temperature
Six months of [hard] work all round will come into fruition for one week only in the beautiful grounds of Royden Park and Urbanista ca n’t wait to experience the magic .,hard: difficult
"Topped off and finished with an S15 style pre - printed drift body and a [hard] compound drift tyre on scale finish wheels , the Banzai is the perfect introduction to sideways street action !","hard: Firm, solid, resistant to pressure, tangible"
"When something ’s [hard] to talk about , it only gets harder the longer you put it off .",hard: difficult
33 [cool] bedroom chairs you can buy awesome stuff 365 .,"cool: trendy, fashonable, interesting"
"Insulating , they act as a thermoregulator for your temperature , so that your skin remains [cool] in summer and warm in winter .",cool: of or at a relatively low temperature
This small & mobile jaw crusher is a rock crusher plant for crushing [hard] rock down to size .,"hard: Firm, solid, resistant to pressure, tangible"
It is [hard] to conceive of a case in relation to which Lord Dunedin ’s presumption about the same penalty for breaches of differing gravity could better apply .,hard: difficult
"You do n’t have to make it a [hard] sell , but often a friendly suggestion to your customers will not only boost the overall sale but also demonstrate your interest in the project .","hard: Forceful, potent, vigorous"
Start with drinking a [cool] glass of water as soon as u wake up that is in the early morning .,cool: of or at a relatively low temperature
Renters here love the laidback vibes and [cool] energy of this city center .,"cool: trendy, fashonable, interesting"
"2D Art : We want [cool] illustrations , abstract paintings , awesome comics , and interesting photography .","cool: trendy, fashonable, interesting"
"He ’s very passionate about the subject , but it is often [hard] to explain why in layperson terms .",hard: difficult
"You can find out millipedes living in moist , humid and [cool] environment .",cool: of or at a relatively low temperature
The original fragrance symbolizes timeless elegance and classicism ; Legend Intense from 2013 is its night version ; and the new edition is announced as the ultimate timeless and [cool] scent .,"cool: trendy, fashonable, interesting"
"She could n’t find a product on the market that would have made a difference for Ripley , so she took matters into her own hands and came up with a [cool] mat that would provide pets comfort in even the hottest conditions .",cool: of or at a relatively low temperature
"The dual - processor system is an awesome machine , especially when you consider that its predecessor , which sported two 800MHz processors , cost $ 500 more , with half the RAM , a smaller - capacity [hard] disk , and a lesser video card .","hard: Firm, solid, resistant to pressure, tangible"
"Of course , each couple is different , and there are no [hard] and fast rules to proposing .","hard: Firm, solid, resistant to pressure, tangible"
"Starting her career in the Santa Cruz Mountains in California , Kelley was drawn back to the land of the long white cloud by its unique culture and geography plus the promise and challenge of [cool] climate wine growing .",cool: of or at a relatively low temperature
RT : Why has it been so [hard] for Washington to sell to the world its case for intervention ?,hard: difficult
"A soft new carpet makes all the difference in the home , especially on those [cool] mornings .",cool: of or at a relatively low temperature
The [hard] facts of the Grimms ' fairy tales / Maria Tatar .,"hard: Firm, solid, resistant to pressure, tangible"
"Designed to get wet , our USP 50 + Quick - Dry bucket hat in Bright Pink will keep your baby or toddler [cool] and safe from the sun .",cool: of or at a relatively low temperature
I had a [hard] time with the dark shadow areas .,hard: difficult
"From the terraced rice field to the exciting ethnic lives , from the [cool] climate to the colorful trek , Sapa is a must - see , must - go and must - experience .",cool: of or at a relatively low temperature
"It was [hard] for me to see because it was n’t an individual I was angry at , it was 80 % of evangelicals that voted for him , many of whom were my friends and family .",hard: difficult
"Here ’s a shot that mixes [hard] light , soft light and continuous light effectively .","hard: Forceful, potent, vigorous"
Job site pics of people in [hard] hats .,"hard: Firm, solid, resistant to pressure, tangible"
"The goal , in essence , is to earn an opportunity to put a [hard] hat on and go back to work next week .","hard: Firm, solid, resistant to pressure, tangible"
Now ....... the only things on the portable [hard] drive are the current backed up documents from my laptop and the document my colleague saved .,"hard: Firm, solid, resistant to pressure, tangible"
"I probably would n’t have made a good Jax , but maybe Sindel ! ( laughs ) Stryker ’s [cool] because he ’s the human , and he was right in line with what I really liked , the guy who brings a gun to a fireball fight .","cool: trendy, fashonable, interesting"
"With [hard] drives and ssd now larger and cheaper than ever , you might well wonder just why such tools are still needed .","hard: Firm, solid, resistant to pressure, tangible"
Check out the [cool] discounts and be summer ready .,"cool: trendy, fashonable, interesting"
Deltamedia.com has its own links to many [cool] sites .,"cool: trendy, fashonable, interesting"
The Vamps insist it is [hard] to date '' normal girls '' .,hard: difficult
"If you look through paint samples , you 'll find tan colors with both warm and [cool] hues .",cool: of or at a relatively low temperature
It can be [hard] to keep employees engaged and make sure that the company environment is enjoyable .,hard: difficult
"Therefore if you use your computer ’s analog out to connect to the Transparent Series speakers , the digital music from your [hard] drive is first converted to analog by your sound card ’s DAC followed immediately by the Transparent Series speaker converting the music back to digital using its internal ADC which is right back to where you started with the digital file on your hard drive .","hard: Firm, solid, resistant to pressure, tangible"
Does the external [hard] drive have the same option to retrieve deleted files as a regular computer hard drive ?,"hard: Firm, solid, resistant to pressure, tangible"
It ’s [hard] to explain how devastating it was to our morale .,hard: difficult
If your Bulldog is going to spend the day outdoors make sure that it has a [cool] spot to relax in .,cool: of or at a relatively low temperature
"One to Watch ( Lakers ) – With the spotlight on James for his home debut in Hollywood , it will be [hard] for anyone to take their eyes off the four - time MVP .",hard: difficult
"It ’s [cool] to visit a business where you can just walk into the workshop to be greeted by the owner working on his own car on the ramp , and is happy to have a chat with anyone that takes a bit of interest in the car .","cool: trendy, fashonable, interesting"
We discovered a really [cool] stacked vertebra !,"cool: trendy, fashonable, interesting"
"I 've read a great deal of your blog that detailed the year you lived on an island , and I know that must have been really [hard] to orchstrate , but you made it happen .",hard: difficult
"Well , every event that she hosts is super [cool] and I have to mention that she ’s pretty darn cool herself .","cool: trendy, fashonable, interesting"
""" Like oh my god this phone is so totally [cool] like it says Prada and stuff , like oh my god !","cool: trendy, fashonable, interesting"
Kids bedroom designs teenage furniture for small rooms ideas ikea childrens fabulous wallpaper adds color and pattern to the [cool] toddler set view in gallery design shawback twin sets .,"cool: trendy, fashonable, interesting"
The lily ozone and lively [cool] weather can be touched here throughout the year particularly during the nighttime .,cool: of or at a relatively low temperature
"Also , please note , that I 'm leaving out the really weird , [hard] to explain , over the top dramatic happenings .",hard: difficult
and other [hard] and medium hard rocks as well as in the ore and cement industry .,"hard: Firm, solid, resistant to pressure, tangible"
"Rachael : Walking out was so [cool] because we had all the [ support] … [the ] crowd was there , cheering us on , it was a whole different atmosphere than J.O , being able to have my team at my back .","cool: trendy, fashonable, interesting"
"From furniture to walls , new homes to remodels , [cool] grays have dominated home design palettes for the last five years .",cool: of or at a relatively low temperature
"It is [hard] to diagnose , and hard to explain to people .",hard: difficult
I have another question : I have a [hard] drive that I removed from another computer and use it with USB adapter,"hard: Firm, solid, resistant to pressure, tangible"
Igloo is one of the world ’s leading cool box manufactures meaning you can keep your food [cool] on ice in confidence .,cool: of or at a relatively low temperature
I particularly like the [cool] 812.5 years ROI on double glazing .,"cool: trendy, fashonable, interesting"
"There are available various tooltip styles , even interesting tooltips with [cool] animation , so you can choose one that fits best for your needs .","cool: trendy, fashonable, interesting"
It was [hard] to convince them to stop even after the adults had gone into the hall to enjoy a delicious lunch of homemade soup and bread rolls .,hard: difficult
[ MEDIA ] This is such a [cool] bass .,"cool: trendy, fashonable, interesting"
"I will say , though , that most birders I know like being surprised by really [cool] phenomena , whether or not feathers are involved .","cool: trendy, fashonable, interesting"
"to answer colin ’s question about afterlife : You will get what you believe in – it is [hard] work to get there , but I know I will end up in Walhalla – it is mind over matter .",hard: difficult
"They were stored in my home for most of the time , in a card board box in a [cool] temperature room .",cool: of or at a relatively low temperature
"The climate is [cool] and dry and steep , scenic mountain slopes surround the lake .",cool: of or at a relatively low temperature
so I need some [cool] unique cosplay suggestions that there wo n't be a lot of .,"cool: trendy, fashonable, interesting"
"On Saturday you will receive your ticket allocation for the shows , your very [cool] looking printed posters and we ’ll launch all of this year ’s recordings live on Soundcloud .","cool: trendy, fashonable, interesting"
It ’s [hard] because it ’s painful .,hard: difficult
"You also get 8 GB of RAM and a 1 TB [hard] drive in the same case as the Mini - I. Finally , the LAN III Commander edition bumps the processor up to a Core i7 - 3820 and the graphics card to a GeForce GTX 670 and replaces the hard drive with a 128 GB solid state drive .","hard: Firm, solid, resistant to pressure, tangible"
the reason i said it makes me sad is because i ca nt talk with my mouth and that is so [hard] to not have the ability to just speak whenever .,hard: difficult
A really [cool] place to visit for a few drinks and food with friends and family .,"cool: trendy, fashonable, interesting"
One other great thing is that this game is actually challenging unlike most RPG 's out there today ... it 's not so [hard] that you 'll want to quit but its not too easy either .,hard: difficult
It 's going to be [hard] to give them up !,hard: difficult
Clicking on the drop down box reveals all the unassigned [hard] drives in the sytem .,"hard: Firm, solid, resistant to pressure, tangible"
"“ Care Kits ” containing [hard] candy , a coupon for free coffee at the Refuge Grill and information about the Wyoming Quit Tobacco Program will be available at the Community health Information ( CHI ) Center , Emergency Room Admitting and at the Patient Access Desk for those having a hard time not using tobacco products while on the campus .","hard: Firm, solid, resistant to pressure, tangible"
"The cleaning operation can comprise , for example , dishwashing , fabric washing , fabric treatment , fabric drying , hard surface cleaning , [hard] surface treatment , hard surface drying , carpet cleaning , carpet treatment , and carpet drying .","hard: Firm, solid, resistant to pressure, tangible"
"Following a long tradition of sporting tweeds designed for the professional working countryman , Hoggs “ Falkland ” waterproof tweed jacket is constructed from [hard] wearing , wool - rich tweed .","hard: Forceful, potent, vigorous"
The staff is [cool] and helpful .,"cool: trendy, fashonable, interesting"
"On those days , or the hot summer days where you 're only having a light meal with a [cool] glass of wine , an antipasti platter is always a great option .",cool: of or at a relatively low temperature
The impact on a heavy wine is limited but malic acid on [cool] climate wines or thin skinned grapes will cause a slight colour loss .,cool: of or at a relatively low temperature
"To Moscow , for example , relatively cool in Moscow early July , high temperatures at noon , 28 degrees -30 degrees , [cool] morning and evening , is recommended to bring long - sleeved clothing , long pants , and bring a jacket , it is quite cool after the rain .",cool: of or at a relatively low temperature
"The partnership with Just Shot Shop , is base don the fact that we will drive their choice to purchase fashion items , and even develop them till they will become also a super [cool] window for so many young fashion brand under our creativity and supervisor .","cool: trendy, fashonable, interesting"
Flags can be easy or [hard] to use depending on their weight and size .,hard: difficult
Mixing art classes with [hard] sciences and foreign languages can give you a well - rounded intellect people appreciate and admire .,"hard: Firm, solid, resistant to pressure, tangible"
"Everyone this morning pushed it [hard] to give the mission their best shot , even though they had to report the dead animals over the radio .","hard: Forceful, potent, vigorous"
"It is [hard] for us as Americans to feel as much pain on Sept. 11 when remembering the attacks that happened 15 years ago , because similarly awful terrorist attacks are occurring in the present .",hard: difficult
It even features a convenient cup holder for a [cool] drink .,cool: of or at a relatively low temperature
"All the [hard] work is done , new flooring , renovated kitchen and bathroom , 3 outdoor areas , all done to perfection .",hard: difficult
Attention all [cool] people !,"cool: trendy, fashonable, interesting"
We can become so overwhelmed with so many details and sometimes it is [hard] to focus .,hard: difficult
"It can be [hard] to complete the day ’s duties in a standard eight- , nine- or 10 - hour day .",hard: difficult
"Taking on a bad project — or a [hard] client — costs more in the long run , as you ’ll constantly have to hound the client for payment , prove your worth , and argue against incessant design changes .",hard: difficult
The water coaxes out an extra few sweet notes – butterscotch [hard] candies and birch beer .,"hard: Firm, solid, resistant to pressure, tangible"
"Book Title : Brannigan 's Building Construction For The Fire Service , 5th ed . - the VitalSource e - book is provided inside the classroom ; [hard] copy not available from the APUS Bookstore , please try other sources .","hard: Firm, solid, resistant to pressure, tangible"
It ’s [hard] to fault Tuch for smiling .,hard: difficult
"Starting out as a pretentious too - [cool] - for - school type who constantly drops names of various philosophers ( while not quite getting their ideas right ) , the powers give him a new found confidence and an ironic doorway to the movie - tale life he seeks .","cool: trendy, fashonable, interesting"
"It ’s been a long , [hard] road .",hard: difficult
I often do n't leave myself enough time between projects to enjoy being finished ... so this year I 'm trying really [hard] to give myself time between things ... rather than stacking shows right on top of one another .,"hard: Forceful, potent, vigorous"
"It is part of the Plympton Community Magazine guarantee that all materials are pushed completely through each and every letterbox , both for security purposes and to help keep [cool] homes cool , and warm homes warm .",cool: of or at a relatively low temperature
"Grab this [cool] web - tool and create a bright , awesome , responsive and mobile - friendly website .","cool: trendy, fashonable, interesting"
"When they are finished grilling , it 's [hard] not to just skip everything else and just eat these on hoagie rolls !",hard: difficult
"A [cool] and collected racer , he is a force to be reckoned with .","cool: trendy, fashonable, interesting"
"The venues were chilly but not freezing , and you usually got to sit on a [hard] floor for hours while waiting for your race that would be over in a matter of minutes .","hard: Firm, solid, resistant to pressure, tangible"
"The dense buds are not too [hard] , under lights they mature in 62 - 68 days and at an early stage give off that special flavour .","hard: Firm, solid, resistant to pressure, tangible"
My kids ' objection to only having one day in Six Flags was that the lines can get quite long and it 's [hard] to get on all the great roller coasters in one day if you 're there during a busy season .,hard: difficult
"When you see this type of high quality wedding fashion up close , you understand why it is so common to rent these garments for weddings because they are just so [hard] to come by !",hard: difficult
The battle in TAG - Restricted light will see James O’Callaghan attempt to consolidate his [hard] fought lead against the very competitive and talented drivers of Dean DeMarco and John - Ross Wood .,"hard: Forceful, potent, vigorous"
It ’s mostly packed gravel and [hard] dirt now ; grey instead of the tans and browns up in the Gabilans .,"hard: Firm, solid, resistant to pressure, tangible"
Your kids spend a lot of time at school doing [cool] things .,"cool: trendy, fashonable, interesting"
What about the Transporter ( by Connected Data ) which is your own [hard] drive that syncs to all devices and you can share files like dropbox .,"hard: Firm, solid, resistant to pressure, tangible"
Shelby : Having celiac disease on a daily basis is n’t that [hard] to deal with if you know what you ’re looking for in food .,hard: difficult
It 's [hard] to believe the last update was 5 years ago .,hard: difficult
Are there any [cool] mutations found in mandarin ducks ?,"cool: trendy, fashonable, interesting"
The drop - down box lists all the unassigned [hard] drives .,"hard: Firm, solid, resistant to pressure, tangible"
"Highly recognized as the go - to company for Hoffman Estates Tile and Grout Cleaners , Sir Grout specializes in several premium Hoffman Estates [hard] surface restoration services .","hard: Firm, solid, resistant to pressure, tangible"
Check out our video on identifying common [hard] drive failures .,"hard: Firm, solid, resistant to pressure, tangible"
We are all simply people navigating a [hard] hard life with naught in our hearts but hope .,hard: difficult
"The locals talk about a mysterious family curse that started in the times of the witch trials , and Meg finds it increasingly [hard] to know who to trust .",hard: difficult
"Calcium and magnesium dissolved in water are the two most common minerals that make water "" [hard] "" .","hard: Firm, solid, resistant to pressure, tangible"
"Variable power and temperature controls , plus a styling nozzle , allow you to tailor your blow - dry to your hair type , while a [cool] shot button helps you set your style in place with a blast of cold air .","cool: trendy, fashonable, interesting"
"individual differences and devises programs that demand [hard] work and challenge , but are not excessive .","hard: Forceful, potent, vigorous"
"Thanks to you for the [hard] work , and to all your colleagues also .","hard: Forceful, potent, vigorous"
"Because of the highly curated atmosphere and pristine vineyard , it may be [hard] for guests to imagine the difficulties and risks associated with grape production in Connecticut .",hard: difficult
"That was just the cool part , the really [cool] part ?","cool: trendy, fashonable, interesting"
"They have some really [cool] antique jewelry here and I coveted several pieces , but seeing as how I have a wedding coming up in the near future , I need to save my money .","cool: trendy, fashonable, interesting"
"These new ones feel a little flimsy and the grip is longer , making it [hard] to balance the larger cups and pour without spilling , particularly if you have small hands .",hard: difficult
In the great scheme of things you actually secure a B+ just for [hard] work .,"hard: Forceful, potent, vigorous"
"Anyway , even though not truly permanent , this would be really [cool] technology if it were possible !","cool: trendy, fashonable, interesting"
"The bar has a super [cool] vibe with blue - ish , purple lighting and in classic Berlin fashiopn , some great music to go along .","cool: trendy, fashonable, interesting"
"As the [cool] and sometimes wet winter weather rolled in , many riders chose to stay home , but by spring 2001 , as many as 80 bikes came out each Wednesday and the gathering was officially named the San Fernando Valley Bike Night , or SFV Bikenight for short .",cool: of or at a relatively low temperature
"In the week prior to the convention , I had been pooling a variety of sources for [cool] handouts .","cool: trendy, fashonable, interesting"
"The fast court players and the all court players deserve a real fast [hard] court to practise their skills , too , before grinding and not shotmaking become the norm and the zzzs drown out the gasps .","hard: Firm, solid, resistant to pressure, tangible"
It has been well - documented that Ubuntu ’s readahead system during boot significantly cuts down on boot time by reducing [hard] disk seeking via precaching commonly - used files during bootup .,"hard: Firm, solid, resistant to pressure, tangible"
It 's [hard] .,hard: difficult
"Once outside , very [hard] to get her to come to us and to come in .",hard: difficult
"Brendan D. Murphy ’s The Grand Illusion ( TGI ) synthesizes the paranormal with today ’s [hard] science , offering to empower humanity and provide an intelligent new direction for our civilisation to move in — with us as mature beings possessing real self - knowledge .","hard: Forceful, potent, vigorous"
"Our midwife thought it was really [cool] and said a little message to the baby on the tape , too .","cool: trendy, fashonable, interesting"
It is too [hard] to keep your fat - content low when you eat in restaurants more than once or twice a week .,hard: difficult
